text,emotion,label
평범한 순간이 이 향으로 반짝이기 시작했다.,기쁨,0
소소한 일상 속 큰 위로가 되는 향기였다.,기쁨,0
기대하지 않았던 순간에 다가온 향이 감동을 줬다.,기쁨,0
기분 좋은 일이 생길 것만 같은 느낌을 줬다.,기쁨,0
바쁜 하루 속 잠시 멈추게 해주는 향이었다.,기쁨,0
친구와의 수다 속 향기마저 즐거움으로 느껴졌다.,기쁨,0
햇살과 함께 스며든 향에 마음이 포근하게 감싸졌다.,기쁨,0
나를 위한 선물처럼 느껴졌던 향이었다.,기쁨,0
거울 앞에서 이 향을 맡자 스스로가 예뻐 보였다.,기쁨,0
일상을 환하게 밝혀주는 향 하나로 충분했다.,기쁨,0
햇살보다 먼저 마음을 데워주는 향이었다.,기쁨,0
따뜻한 말보다 더 깊이 다가온 건 향의 온기였다.,기쁨,0
좋은 일이 생길 것 같다는 기대감이 향과 함께 피어올랐다.,기쁨,0
하늘을 올려다보며 맡은 향이 모든 걸 잊게 만들었다.,기쁨,0
설렘을 가득 안고 향수를 뿌린 나를 좋아하게 됐다.,기쁨,0
맑은 하늘처럼 깨끗한 향이 마음을 맑게 했다.,기쁨,0
창문을 열자 퍼지는 향기에 삶의 여유가 느껴졌다.,기쁨,0
이 향은 어제의 걱정까지도 녹여주는 힘이 있다.,기쁨,0
"이 향을 맡는 순간, 어린 시절의 소풍이 떠올랐다.",기쁨,0
괜히 기분이 좋아져서 콧노래가 나왔다.,기쁨,0
"마음이 가라앉던 날, 향이 다시 나를 일으켰다.",기쁨,0
공원 벤치에 앉아 향을 맡으니 마음이 한결 가벼워졌다.,기쁨,0
향을 맡자마자 하루의 피로가 사라졌다.,기쁨,0
이 향은 나를 더 사랑하게 만들어줬다.,기쁨,0
작은 향 하나가 큰 위로가 된 날이었다.,기쁨,0
햇살이 비치는 창가에서 퍼진 향이 내 마음을 포근하게 감쌌다.,기쁨,0
평범한 하루가 이 향으로 특별한 하루가 되었다.,기쁨,0
"조용한 오후, 이 향 하나로 마음이 따뜻해졌다.",기쁨,0
오랜만에 웃게 만든 건 향기 속 따스함이었다.,기쁨,0
향을 따라 퍼지는 기분 좋은 기억이 오늘을 반짝이게 했다.,기쁨,0
"커피잔을 들고 향을 맡는 순간, 평화가 찾아왔다.",기쁨,0
하루의 시작을 알리는 향이 나를 설레게 만들었다.,기쁨,0
따뜻한 햇살과 함께 퍼지는 향에 미소가 지어졌다.,기쁨,0
이 향은 나에게 ‘괜찮아’라고 말해주는 듯했다.,기쁨,0
기분 좋은 일들이 연달아 일어날 것만 같았다.,기쁨,0
낯선 공간에서 이 향은 지나치게 도드라졌다.,불안,1
사소한 향조차 예민하게 다가왔다.,불안,1
잔잔한 향인데도 가슴은 답답했다.,불안,1
향이 어지럽게 감정을 끌어올렸다.,불안,1
마음속 어둠이 향을 만나 퍼져나갔다.,불안,1
공간이 점점 좁아지는 느낌이었다.,불안,1
이 향이 지나간 자리에 불편함이 남았다.,불안,1
뭔가 놓친 기분이 들게 하는 향이었다.,불안,1
향기가 생각보다 오래 머물렀다.,불안,1
이 냄새는 안 좋은 기억과 겹쳐 있었다.,불안,1
익숙한 향조차 어색하게 느껴졌다.,불안,1
창밖을 보는 것도 괜히 무서웠다.,불안,1
향이 문득 나를 가두는 듯했다.,불안,1
말 없이 스며드는 향이 감정을 자극했다.,불안,1
모든 소리가 멀어지고 향만 남았다.,불안,1
잔향이 마음에 파문을 일으켰다.,불안,1
문득 멈춰서 향만 맡고 있었다.,불안,1
이 향은 예측할 수 없는 감정을 끌어냈다.,불안,1
이 향은 이유 없이 마음을 불안하게 만들었다.,불안,1
생각이 꼬리를 물며 향과 함께 맴돌았다.,불안,1
불편한 느낌이 향과 함께 다시 떠올랐다. (51),불안,1
불편한 느낌이 향과 함께 다시 떠올랐다. (52),불안,1
불편한 느낌이 향과 함께 다시 떠올랐다. (53),불안,1
불편한 느낌이 향과 함께 다시 떠올랐다. (54),불안,1
불편한 느낌이 향과 함께 다시 떠올랐다. (55),불안,1
불편한 느낌이 향과 함께 다시 떠올랐다. (56),불안,1
불편한 느낌이 향과 함께 다시 떠올랐다. (57),불안,1
불편한 느낌이 향과 함께 다시 떠올랐다. (58),불안,1
불편한 느낌이 향과 함께 다시 떠올랐다. (59),불안,1
바람에 흩날리는 향이 괜히 불안했다.,불안,1
불쑥 떠오른 기억이 향에 실려 퍼졌다.,불안,1
의자에 앉아 있는데도 긴장이 풀리지 않았다.,불안,1
익숙한 향인데도 마음은 불편했다.,불안,1
향이 너무 강해서 내 존재가 드러나는 것 같았다.,불안,1
"조용한 방 안, 향기마저 무겁게 느껴졌다.",불안,1
낯선 공간에서 퍼진 향이 나를 불안하게 만들었다.,불안,1
지나치게 또렷한 향이 내 하루를 흐리게 했다.,불안,1
이 향은 내 안의 불안을 숨길 수 없게 만들었다.,불안,1
마음속 불안을 꺼내는 열쇠 같은 향이었다.,불안,1
향이 주변 소음보다 더 크게 느껴졌다.,불안,1
혼잡한 길거리에서 이 향이 유난히 거슬렸다.,불안,1
이 향은 좋은 감정보다 경계심을 불러일으켰다.,불안,1
마음이 약해졌을 때 이 향은 더 부담스럽게 다가왔다.,불안,1
아무 냄새도 맡고 싶지 않은 날이었다.,불안,1
이 향은 어두운 골목처럼 마음을 조이게 했다.,불안,1
나도 모르게 한 걸음 물러서게 되는 향이었다.,불안,1
이 향은 무언가 잘못된 일이 일어날 것 같은 예감을 줬다.,불안,1
불편한 기억이 향과 함께 생생히 떠올랐다.,불안,1
의도치 않게 맡은 향이 감정을 뒤흔들었다.,불안,1
내 생각보다 훨씬 자극적인 향이었다.,불안,1
잔향이 너무 오래 남아 마음이 놓이지 않았다.,불안,1
이 향을 맡는 순간 가슴이 괜히 조여들었다.,불안,1
불 꺼진 방 안에서 향기조차 위협적으로 다가왔다.,불안,1
머리가 아플 정도로 짙은 향이었다.,불안,1
사람들 틈에서 유난히 날카롭게 느껴졌다.,불안,1
마음이 불편할 때 이 향은 도무지 위로가 되지 않았다.,불안,1
작은 소리에도 놀라는데 향기까지 예민하게 다가왔다.,불안,1
이 향은 나를 다시 그 불안했던 밤으로 데려갔다.,불안,1
기대와 다르게 다가온 향에 마음이 무너졌다.,불안,1
향이 감정을 억누르는 족쇄처럼 느껴졌다.,불안,1
깊게 숨 쉴 수 없을 정도로 답답했다.,불안,1
불안한 마음을 진정시키기는커녕 더 자극했다.,불안,1
이 향은 뭔가 숨겨야 할 것 같은 기분이 들게 했다.,불안,1
긴장되는 자리에 어울리지 않는 향이었다.,불안,1
이 향을 맡으면 불안했던 기억이 떠오른다.,불안,1
모르는 사람의 잔향이 괜히 불편하게 다가왔다.,불안,1
향이 내 기분을 방해하는 듯한 느낌이었다.,불안,1
예상치 못한 장소에서 퍼진 향이 나를 움츠러들게 했다.,불안,1
공기 속에 감도는 향이 이유 없이 초조하게 만들었다.,불안,1
향이 익숙하지 않아서 긴장감이 더해졌다.,불안,1
눈을 감고 있어도 잔향이 머릿속을 맴돌았다.,불안,1
향이 무겁게 내려앉아 주변이 조용해졌다.,불안,1
낯선 사람의 향이 가까이서 퍼져 더욱 긴장됐다.,불안,1
혼자 있는 시간에 이 향은 외로움을 더 키웠다.,불안,1
이 향은 나를 경계하게 만들었다.,불안,1
심장이 빨리 뛰기 시작했다.,불안,1
모든 소음이 사라지고 향만이 공간을 채웠다.,불안,1
향이 깊게 스며들면서 마음이 요동쳤다.,불안,1
불 꺼진 방에서 향이 더 무겁게 다가왔다.,불안,1
향이 멀어지지 않고 내 안에 갇혀 있는 듯했다.,불안,1
불편한 느낌이 향과 함께 다시 떠올랐다. (60),불안,1
아무 일도 없었는데 갑자기 식은땀이 났다.,불안,1
향에 감정이 뒤섞여 눈물이 날 것 같았다.,불안,1
향기가 너무 진해서 감정을 짓눌렀다.,불안,1
왜인지 모르게 초조해졌다.,불안,1
혼자 있을 때 이 향은 너무 강렬했다.,불안,1
괜히 문을 다시 잠그고 확인하게 됐다.,불안,1
향이 바람처럼 다가와 마음을 흔들었다.,불안,1
모서리에 숨어 있는 감정이 향으로 드러났다.,불안,1
이 향을 맡을수록 몸이 굳어갔다.,불안,1
숨 쉬는 것조차 조심스러웠다.,불안,1
눈앞이 아득해지면서 향만 또렷하게 남았다.,불안,1
마음 깊숙한 불안이 향을 타고 올라왔다.,불안,1
길을 걷다가 문득 향이 멀게 느껴졌다.,불안,1
이 향은 어딘가 안전하지 않은 공간처럼 느껴졌다.,불안,1
불쑥 스친 향에 아무 이유 없이 심장이 빨라졌다.,불안,1
향기가 너무 진해 숨이 턱 막히는 듯했다.,불안,1
"머릿속이 복잡해지던 순간, 향이 더 혼란스럽게 만들었다.",불안,1
익숙한 공간도 이 향 때문에 낯설게 느껴졌다.,불안,1
이 향을 맡자마자 온몸이 경직되는 느낌이 들었다.,불안,1
창문 틈 사이로 스며든 향이 불길한 기분을 자극했다.,불안,1
문득 풍겨온 향이 마음을 불편하게 만들었다.,불안,1
향이 나를 감싸는 것이 아니라 억눌렀다.,불안,1
향기가 내 생각을 가로막았다.,불안,1
향이 살짝 스쳤는데 마음이 갑자기 무거워졌다.,불안,1
모르는 사람의 향이 뒤를 따라오는 것 같았다.,불안,1
괜히 누가 지켜보는 듯한 느낌이 들었다.,불안,1
가슴이 두근거리며 뭔가 잘못된 것 같은 기분이 들었다.,불안,1
향을 맡는 순간 공기가 갑자기 무거워졌다.,불안,1
평소엔 괜찮던 향인데 오늘따라 불편했다.,불안,1
향이 내 머릿속 생각들을 뒤흔들었다.,불안,1
피곤한 몸에 이 향은 더 무겁게 내려앉았다.,불안,1
불편한 느낌이 향과 함께 다시 떠올랐다. (61),불안,1
이상하게 시선이 자꾸 뒤로 향했다.,불안,1
불편한 느낌이 향과 함께 다시 떠올랐다. (63),불안,1
이 향은 어쩌면 경고였을지도 모른다.,불안,1
나를 감시하듯 퍼지는 향이었다.,불안,1
숨을 참아야 할 것 같은 기분이 들었다.,불안,1
기억 저편의 불쾌함이 향으로 돌아왔다.,불안,1
향을 맡는 순간 가슴이 두근거렸다.,불안,1
괜히 주변이 조용하니 향까지 무섭게 느껴졌다.,불안,1
어디선가 스며든 향이 불안감을 더했다.,불안,1
향이 너무 날카롭게 느껴졌다.,불안,1
혼자 있는 공간에서 향이 무겁게 퍼졌다.,불안,1
조용한 방에 향이 자꾸 신경 쓰였다.,불안,1
누군가 곁에 있는 듯한 착각이 들었다.,불안,1
향을 맡자 갑자기 마음이 불편해졌다.,불안,1
방금 맡은 향이 어딘가 낯설었다.,불안,1
익숙하지 않은 향에 마음이 조였다.,불안,1
이 향은 어쩐지 안 좋은 일이 생길 것 같았다.,불안,1
정지된 시간 속에서 향만 흐르고 있었다.,불안,1
가만히 있어도 심장이 빠르게 뛰었다.,불안,1
혼자 있는 게 이렇게 무서운 줄 몰랐다.,불안,1
익숙한 향이 낯선 긴장을 불러일으켰다.,불안,1
아무도 없는데 발걸음 소리가 들리는 듯했다.,불안,1
가볍게 퍼진 향이 생각보다 무거웠다.,불안,1
잔향이 계속해서 머리를 어지럽혔다.,불안,1
향을 피하고 싶은데 도망칠 수 없었다.,불안,1
머릿속이 하얘지며 향만 남았다.,불안,1
평소와 다를 것 없는 향인데 오늘은 불편했다.,불안,1
향을 들이마시는 순간 몸이 굳었다.,불안,1
가슴 한켠이 답답해졌다.,불안,1
이 향은 나를 쫓아오는 느낌이었다.,불안,1
머릿속이 복잡해질수록 향이 더 진하게 느껴졌다.,불안,1
이 냄새가 불길함을 암시하는 것 같았다.,불안,1
계속 맡고 있으면 안 될 것 같았다.,불안,1
향이 공기 속에 갇힌 듯이 무겁게 느껴졌다.,불안,1
이 향은 나를 주시하는 느낌이었다.,불안,1
마음이 무너지기 직전 같은 기분이었다.,불안,1
한 발짝도 움직이기 싫을 정도로 무거운 향이었다.,불안,1
가벼운 바람조차 긴장을 풀지 못하게 했다.,불안,1
가까이 있는 듯한 향이 불편했다.,불안,1
낯선 공간에 퍼지는 향이 불편했다.,불안,1
숨을 깊게 쉬기가 어려웠다.,불안,1
숨을 쉴 때마다 향이 찔러왔다.,불안,1
불빛 아래에서도 향이 어둡게 느껴졌다.,불안,1
길을 걷다 갑자기 멈춰서게 됐다.,불안,1
냄새가 감정의 버튼을 누른 것 같았다.,불안,1
마음이 점점 더 무거워졌다.,불안,1
이 향은 왠지 나를 시험하는 것 같았다.,불안,1
아무리 생각해도 익숙해지지 않았다.,불안,1
사람들 틈에서 이 향이 유난히 도드라졌다.,불안,1
눈치 없이 따라오는 향이었다.,불안,1
기억 저편의 불편함을 끌어올렸다.,불안,1
감정이 어딘가 무너져내리는 느낌이었다.,불안,1
머리 뒤가 서늘해지는 기분이었다.,불안,1
이 향이 나를 긴장하게 만들었다.,불안,1
오늘따라 향이 더 강하게 느껴졌다.,불안,1
감정이 통제되지 않는 이유가 향 때문인 것 같았다.,불안,1
방안이 점점 작아지는 것만 같았다.,불안,1
무언가에 쫓기는 듯한 느낌이었다.,불안,1
이상하게 기분이 좋지 않았다.,불안,1
짙은 향이 감정을 누르고 있었다.,불안,1
향이 너무 짙어서 정신이 멍해졌다.,불안,1
불안한 느낌이 향기 속에 숨어있었다.,불안,1
이 향을 맡자 어딘가 숨고 싶어졌다.,불안,1
창문을 닫아도 향이 남아 있었다.,불안,1
이 냄새가 감정을 흔들어놨다.,불안,1
길을 걷다 갑자기 머리가 띵했다.,불안,1
아무 일도 없는데 괜히 불안해졌다.,불안,1
잔향이 계속 머리에 맴돌았다.,불안,1
익숙했던 공간이 낯설게 느껴졌다.,불안,1
마음속이 점점 조여드는 기분이었다.,불안,1
향기가 감정까지 자극하는 것 같았다.,불안,1
생각을 멈출 수 없게 만들었다.,불안,1
자꾸만 향이 머리에 맴돌았다.,불안,1
이 향이 괜히 나를 혼란스럽게 만들었다.,불안,1
기억나지 않는 기억이 떠오르는 기분이었다.,불안,1
몸이 긴장되어 움직이기 힘들었다.,불안,1
향에 뭔가 이상한 점이 느껴졌다.,불안,1
불편한 느낌이 향과 함께 다시 떠올랐다. (62),불안,1
이 향은 왠지 끝나지 않을 무언가 같았다.,불안,1
불편한 느낌이 향과 함께 다시 떠올랐다. (94),불안,1
불편한 느낌이 향과 함께 다시 떠올랐다. (95),불안,1
불편한 느낌이 향과 함께 다시 떠올랐다. (96),불안,1
불편한 느낌이 향과 함께 다시 떠올랐다. (97),불안,1
불편한 느낌이 향과 함께 다시 떠올랐다. (98),불안,1
불편한 느낌이 향과 함께 다시 떠올랐다. (99),불안,1
불편한 느낌이 향과 함께 다시 떠올랐다. (100),불안,1
향이 조용히 스며드는데 마음은 점점 무거워졌다.,불안,1
익숙한 향인데 낯설게 느껴졌다.,불안,1
아무 일도 없는데 등줄기에 식은땀이 흘렀다.,불안,1
향기가 감정을 자극하듯 파고들었다.,불안,1
조용한 공간에 향이 퍼지니 숨이 막혔다.,불안,1
향이 멀어지지 않고 계속 머물렀다.,불안,1
기분 좋은 향일 텐데 어쩐지 불안했다.,불안,1
주변 소리보다 향이 더 크게 느껴졌다.,불안,1
방 안의 공기가 향으로 가득 차서 답답했다.,불안,1
창문을 열어도 향은 쉽게 사라지지 않았다.,불안,1
향이 마음속 잊고 있던 감정을 건드렸다.,불안,1
누군가 다가오는 느낌이 향과 함께 왔다.,불안,1
이 향을 맡자 괜히 마음이 흔들렸다.,불안,1
눈을 감자 향만 또렷하게 남았다.,불안,1
자꾸만 어깨에 힘이 들어갔다.,불안,1
불빛 아래 향이 어둡게 퍼졌다.,불안,1
혼잣말조차 조심스러워졌다.,불안,1
이 향은 말없이 압박을 주는 느낌이었다.,불안,1
익숙한 공간인데 향이 낯설게 만들었다.,불안,1
향이 귓가에 속삭이는 것 같았다.,불안,1
멀리서 나는 향이 긴장을 높였다.,불안,1
불편한 느낌이 향과 함께 다시 떠올랐다. (93),불안,1
고요한 공간에 이 향은 너무 무거웠다.,불안,1
불편한 느낌이 향과 함께 다시 떠올랐다. (92),불안,1
불편한 느낌이 향과 함께 다시 떠올랐다. (90),불안,1
불편한 느낌이 향과 함께 다시 떠올랐다. (64),불안,1
불편한 느낌이 향과 함께 다시 떠올랐다. (65),불안,1
불편한 느낌이 향과 함께 다시 떠올랐다. (66),불안,1
불편한 느낌이 향과 함께 다시 떠올랐다. (67),불안,1
불편한 느낌이 향과 함께 다시 떠올랐다. (68),불안,1
불편한 느낌이 향과 함께 다시 떠올랐다. (69),불안,1
불편한 느낌이 향과 함께 다시 떠올랐다. (70),불안,1
불편한 느낌이 향과 함께 다시 떠올랐다. (71),불안,1
불편한 느낌이 향과 함께 다시 떠올랐다. (72),불안,1
불편한 느낌이 향과 함께 다시 떠올랐다. (73),불안,1
불편한 느낌이 향과 함께 다시 떠올랐다. (74),불안,1
이 향은 언제나 좋은 기억보다 걱정을 먼저 떠올리게 했다.,불안,1
불편한 느낌이 향과 함께 다시 떠올랐다. (75),불안,1
불편한 느낌이 향과 함께 다시 떠올랐다. (91),불안,1
불편한 느낌이 향과 함께 다시 떠올랐다. (76),불안,1
불편한 느낌이 향과 함께 다시 떠올랐다. (78),불안,1
불편한 느낌이 향과 함께 다시 떠올랐다. (79),불안,1
불편한 느낌이 향과 함께 다시 떠올랐다. (80),불안,1
불편한 느낌이 향과 함께 다시 떠올랐다. (81),불안,1
불편한 느낌이 향과 함께 다시 떠올랐다. (82),불안,1
불편한 느낌이 향과 함께 다시 떠올랐다. (83),불안,1
불편한 느낌이 향과 함께 다시 떠올랐다. (84),불안,1
불편한 느낌이 향과 함께 다시 떠올랐다. (85),불안,1
불편한 느낌이 향과 함께 다시 떠올랐다. (86),불안,1
불편한 느낌이 향과 함께 다시 떠올랐다. (87),불안,1
불편한 느낌이 향과 함께 다시 떠올랐다. (88),불안,1
불편한 느낌이 향과 함께 다시 떠올랐다. (89),불안,1
불편한 느낌이 향과 함께 다시 떠올랐다. (77),불안,1
내가 뿌렸지만 내가 당황한 향이었다.,당황,2
잔향이 의도보다 강해서 조심스러워졌다.,당황,2
회의실 안 향기가 분위기와 너무 달라 머쓱했다.,당황,2
지나가던 친구가 향에 놀라서 웃었다.,당황,2
분위기를 흐릴까 걱정되는 향이었다.,당황,2
생각보다 오래 남는 잔향이 어색하게 느껴졌다.,당황,2
주변에서 속삭이는 소리에 괜히 민망했다.,당황,2
향이 익숙하지 않아 낯설고 부끄러웠다.,당황,2
내가 느끼기에도 이건 과했구나 싶었다.,당황,2
이 정도로 진할 줄은 상상도 못 했다.,당황,2
향에 집중하다가 말문이 막혔다.,당황,2
자신 있게 뿌린 향인데 반응이 없어서 혼란스러웠다.,당황,2
나도 모르게 한 발 물러서게 만들었다.,당황,2
처음 뿌릴 땐 몰랐는데 점점 당황스러워졌다.,당황,2
사람들 표정을 살피게 만들었다.,당황,2
내가 맡은 향이 아닌 것처럼 낯설었다.,당황,2
모두 조용한데 향만 부각되는 느낌이었다.,당황,2
"이 향이 나인지, 공간인지 구분이 안 됐다.",당황,2
조용한 공간에 너무 부각되는 향이었다.,당황,2
누군가 코를 막는 모습이 눈에 들어왔다.,당황,2
혼자 튀는 느낌에 괜히 민망했다.,당황,2
향이 감정을 과장한 것처럼 느껴졌다.,당황,2
바람 한 줄기에 향이 강하게 퍼졌다.,당황,2
이 상황에서 이 향은 너무 무리였다.,당황,2
코끝이 너무 예민해져 반응이 걱정됐다.,당황,2
익숙한 향인데 오늘따라 어색했다.,당황,2
잔향이 너무 오래 남아 뒤늦게 당황스러웠다.,당황,2
마음의 준비 없이 향이 너무 빠르게 퍼졌다.,당황,2
주변 반응이 없자 더 당황스러웠다.,당황,2
다른 사람과 향이 섞여 더 혼란스러웠다.,당황,2
이 향이 나를 설명하는 게 아닌 것 같았다.,당황,2
향을 맡는 순간 모든 대화가 멈춘 기분이었다.,당황,2
지나치게 화려한 향이 상황을 어색하게 만들었다.,당황,2
익숙한 장소에서 갑자기 퍼진 향이 당황스러웠다.,당황,2
